_id,_rev,x,y,z
7864751d752e715b4959f9bb410f3af3,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb410f3c05,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410f40d6,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410f4952,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410f542d,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410f545c,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410f5c5f,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410f68ee,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb410f7156,1-cbae05a4b5429e7ce5a0acc34a73672f,0.37,-0.37,0.06
7864751d752e715b4959f9bb410f7a36,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb410f8380,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb410f84b1,1-cbae05a4b5429e7ce5a0acc34a73672f,0.37,-0.37,0.06
7864751d752e715b4959f9bb410f89c1,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410f9841,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb410f9988,1-01f914352a710f7dd3d1fa38745b7ec5,0.49,-0.37,0.12
7864751d752e715b4959f9bb410fa83c,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb410fae51,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb410fb57a,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb410fb750,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb410fc26b,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb410fc3f7,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410fd3e4,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb410fdc8d,1-d1deb8d5f08297e665bc1b378ab2d693,0.43,-0.43,0.06
7864751d752e715b4959f9bb410fe354,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410fea0c,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410ff0d1,1-d418945de17b97f665e27094c871b746,0.43,-0.43,0.12
7864751d752e715b4959f9bb410ff9ed,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb4110078c,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb41101074,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb41101b6f,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb41101ee4,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb41102e2b,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb41103d44,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb41104230,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb41104494,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb41104c08,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb41104f7a,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb411053fd,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb4110588f,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb411064fc,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb411071bd,1-01e1a6e64d4962c6f6602288564da19f,0.37,-0.43,0.12
7864751d752e715b4959f9bb41107d52,1-d418945de17b97f665e27094c871b746,0.43,-0.43,0.12
7864751d752e715b4959f9bb4110877c,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb41109444,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb4110a151,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb4110a2c5,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb4110af7d,1-d418945de17b97f665e27094c871b746,0.43,-0.43,0.12
7864751d752e715b4959f9bb4110bb09,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb4110bf8a,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb4110c45a,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb4110c574,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb4110c6a5,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb4110d196,1-4f455d445a06f0b264326ad22571a881,0.55,-0.37,0.06
7864751d752e715b4959f9bb4110d273,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb4110d8f9,1-cbae05a4b5429e7ce5a0acc34a73672f,0.37,-0.37,0.06
7864751d752e715b4959f9bb4110dccf,1-cbae05a4b5429e7ce5a0acc34a73672f,0.37,-0.37,0.06
7864751d752e715b4959f9bb4110e258,1-01e1a6e64d4962c6f6602288564da19f,0.37,-0.43,0.12
7864751d752e715b4959f9bb4110f0c5,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb4110f176,1-cbae05a4b5429e7ce5a0acc34a73672f,0.37,-0.37,0.06
7864751d752e715b4959f9bb4110f6b3,1-cbae05a4b5429e7ce5a0acc34a73672f,0.37,-0.37,0.06
7864751d752e715b4959f9bb4110fa66,1-c801612b7c508aaddaf1675ed7bcdd22,0.79,-0.49,0.18
7864751d752e715b4959f9bb4110fa8c,1-510944dda6d746624cd2cefb35a9c41a,0.43,-0.31,0.06
7864751d752e715b4959f9bb411109be,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb411119a9,1-0dc98f0b2b70844d5c302aee3664bbac,0.24,-0.37,0.06
7864751d752e715b4959f9bb41112240,1-f637b38c3d9ddbea815cd2fada48200d,0.43,-0.49,0.12
7864751d752e715b4959f9bb41113124,1-c91887ac49986289fcdea9a58332797d,0.31,-0.37,0.06
7864751d752e715b4959f9bb411134ce,1-c91887ac49986289fcdea9a58332797d,0.31,-0.37,0.06
7864751d752e715b4959f9bb411137a3,1-01f914352a710f7dd3d1fa38745b7ec5,0.49,-0.37,0.12
7864751d752e715b4959f9bb41113de9,1-e794fe299a6c2aeb2e13042ca00e0c52,0.49,-0.37,0.06
7864751d752e715b4959f9bb4111497b,1-bf19221a272faa6fcbc698bafedfa97c,-0.49,-0.37,0.06
7864751d752e715b4959f9bb4111596f,1-bd092e1f028d7eb455a8c4974a425bfc,-0.06,-0.18,-0.12
7864751d752e715b4959f9bb41116894,1-eab41f5c1727f45065a3d50c21a037c7,0.0,-0.49,0.0
7864751d752e715b4959f9bb41116d9d,1-500ad3ffac639f9a6b7e0fb0a4163d83,0.55,-0.43,0.06
7864751d752e715b4959f9bb4111772b,1-679fedea0c331dad15740326ea4d9495,0.37,-0.43,0.06
7864751d752e715b4959f9bb411180b4,1-a9dfbe647aa793c9db5a30f213f971df,-0.24,-0.37,0.0
7864751d752e715b4959f9bb4111871b,1-cc4ba21b424b71dbfedc6a510fb4d19e,0.18,-0.31,0.06
7864751d752e715b4959f9bb4111898a,1-4ae622d23068559c380564c0551040ee,0.31,-0.37,0.12
7864751d752e715b4959f9bb41119938,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb41119973,1-d1deb8d5f08297e665bc1b378ab2d693,0.43,-0.43,0.06
7864751d752e715b4959f9bb4111a8e1,1-cbae05a4b5429e7ce5a0acc34a73672f,0.37,-0.37,0.06
7864751d752e715b4959f9bb4111b6db,1-cbae05a4b5429e7ce5a0acc34a73672f,0.37,-0.37,0.06
7864751d752e715b4959f9bb4111c43d,1-cbae05a4b5429e7ce5a0acc34a73672f,0.37,-0.37,0.06
7864751d752e715b4959f9bb4111cfd6,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb4111d4b2,1-cbae05a4b5429e7ce5a0acc34a73672f,0.37,-0.37,0.06
7864751d752e715b4959f9bb4111d76b,1-cbae05a4b5429e7ce5a0acc34a73672f,0.37,-0.37,0.06
7864751d752e715b4959f9bb4111e3d5,1-cbae05a4b5429e7ce5a0acc34a73672f,0.37,-0.37,0.06
7864751d752e715b4959f9bb4111eaa4,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb4111f632,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb4111fe56,1-cbae05a4b5429e7ce5a0acc34a73672f,0.37,-0.37,0.06
7864751d752e715b4959f9bb411206c6,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb411213e0,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb411220d2,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb411229ca,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb41123771,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb4112382e,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb4112407b,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb411249c2,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb41124f22,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb41125bd1,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb41126103,1-cbae05a4b5429e7ce5a0acc34a73672f,0.37,-0.37,0.06
7864751d752e715b4959f9bb411262ed,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb41126469,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb41126e6a,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb411271cb,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb41127da5,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb411281f3,1-cbae05a4b5429e7ce5a0acc34a73672f,0.37,-0.37,0.06
7864751d752e715b4959f9bb411286cf,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb41129164,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb41129ff6,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb4112a185,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb4112a6d0,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb4112b43a,1-cbae05a4b5429e7ce5a0acc34a73672f,0.37,-0.37,0.06
7864751d752e715b4959f9bb4112becf,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb4112c5cb,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb4112cf89,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb4112da9c,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb4112e5be,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb4112eda7,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb4112f7ab,1-510944dda6d746624cd2cefb35a9c41a,0.43,-0.31,0.06
7864751d752e715b4959f9bb4113050a,1-bdc2a5e7cc0d841612611c3f24ecc03f,0.43,-0.24,0.06
7864751d752e715b4959f9bb41130afc,1-88ab0a6b8d809558a7ab4dea5af2e7d3,0.49,-0.43,0.12
7864751d752e715b4959f9bb411313af,1-f0d3cc2f759fae0d2809e9c941b34eeb,0.49,-0.43,0.06
7864751d752e715b4959f9bb41131414,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb41131a29,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb411324fb,1-e794fe299a6c2aeb2e13042ca00e0c52,0.49,-0.37,0.06
7864751d752e715b4959f9bb41133168,1-510944dda6d746624cd2cefb35a9c41a,0.43,-0.31,0.06
7864751d752e715b4959f9bb411336a4,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb41134277,1-510944dda6d746624cd2cefb35a9c41a,0.43,-0.31,0.06
7864751d752e715b4959f9bb41134817,1-e794fe299a6c2aeb2e13042ca00e0c52,0.49,-0.37,0.06
7864751d752e715b4959f9bb411355cb,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb41136532,1-f637b38c3d9ddbea815cd2fada48200d,0.43,-0.49,0.12
7864751d752e715b4959f9bb4113728c,1-cbbf3dfc39cb83a87a1dc1ddc1084a0a,0.31,-0.18,0.06
7864751d752e715b4959f9bb411381ef,1-88ab0a6b8d809558a7ab4dea5af2e7d3,0.49,-0.43,0.12
7864751d752e715b4959f9bb4113840b,1-18e3e6080327397ba9781d4adb021bc9,0.31,-0.24,0.0
7864751d752e715b4959f9bb411386e8,1-4077d010ba9a68e9b65a01f28a6375a1,0.43,-0.49,0.06
7864751d752e715b4959f9bb41138766,1-67be7fcf0c80adab4a2fcc7182a6d166,0.37,-0.31,0.06
7864751d752e715b4959f9bb41138b7e,1-f637b38c3d9ddbea815cd2fada48200d,0.43,-0.49,0.12
7864751d752e715b4959f9bb411394ed,1-049aac3de39fb6bf9362ef3a10cd0830,0.49,-0.31,0.06
7864751d752e715b4959f9bb41139dd2,1-d1deb8d5f08297e665bc1b378ab2d693,0.43,-0.43,0.06
7864751d752e715b4959f9bb4113a7bd,1-049aac3de39fb6bf9362ef3a10cd0830,0.49,-0.31,0.06
7864751d752e715b4959f9bb4113b34e,1-510944dda6d746624cd2cefb35a9c41a,0.43,-0.31,0.06
7864751d752e715b4959f9bb4113bb1e,1-510944dda6d746624cd2cefb35a9c41a,0.43,-0.31,0.06
7864751d752e715b4959f9bb4113c3df,1-510944dda6d746624cd2cefb35a9c41a,0.43,-0.31,0.06
7864751d752e715b4959f9bb4113cddb,1-f637b38c3d9ddbea815cd2fada48200d,0.43,-0.49,0.12
7864751d752e715b4959f9bb4113d708,1-e794fe299a6c2aeb2e13042ca00e0c52,0.49,-0.37,0.06
7864751d752e715b4959f9bb4113d81e,1-049aac3de39fb6bf9362ef3a10cd0830,0.49,-0.31,0.06
7864751d752e715b4959f9bb4113e795,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb4113f472,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb411402fe,1-e794fe299a6c2aeb2e13042ca00e0c52,0.49,-0.37,0.06
7864751d752e715b4959f9bb4114036d,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb411404fa,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb41140599,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb41141088,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb4114109b,1-049aac3de39fb6bf9362ef3a10cd0830,0.49,-0.31,0.06
7864751d752e715b4959f9bb411418f8,1-cbae05a4b5429e7ce5a0acc34a73672f,0.37,-0.37,0.06
7864751d752e715b4959f9bb411425c1,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb41142f92,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb41143ce6,1-01f914352a710f7dd3d1fa38745b7ec5,0.49,-0.37,0.12
7864751d752e715b4959f9bb411446ef,1-e794fe299a6c2aeb2e13042ca00e0c52,0.49,-0.37,0.06
7864751d752e715b4959f9bb41145384,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb41145db1,1-d1deb8d5f08297e665bc1b378ab2d693,0.43,-0.43,0.06
7864751d752e715b4959f9bb41146571,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb411470d2,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb41147306,1-e794fe299a6c2aeb2e13042ca00e0c52,0.49,-0.37,0.06
7864751d752e715b4959f9bb41147b48,1-e794fe299a6c2aeb2e13042ca00e0c52,0.49,-0.37,0.06
7864751d752e715b4959f9bb41148a5c,1-510944dda6d746624cd2cefb35a9c41a,0.43,-0.31,0.06
7864751d752e715b4959f9bb41149a2f,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb4114a2c1,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb4114aaae,1-049aac3de39fb6bf9362ef3a10cd0830,0.49,-0.31,0.06
7864751d752e715b4959f9bb4114b760,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb4114be1d,1-510944dda6d746624cd2cefb35a9c41a,0.43,-0.31,0.06
7864751d752e715b4959f9bb4114c634,1-049aac3de39fb6bf9362ef3a10cd0830,0.49,-0.31,0.06
7864751d752e715b4959f9bb4114cdc9,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb4114dd38,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb4114df9d,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb4114e940,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb4114ec39,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb4114f81b,1-e794fe299a6c2aeb2e13042ca00e0c52,0.49,-0.37,0.06
7864751d752e715b4959f9bb41150495,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb41150503,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb41150cee,1-e794fe299a6c2aeb2e13042ca00e0c52,0.49,-0.37,0.06
7864751d752e715b4959f9bb41150dd8,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb41150f40,1-e794fe299a6c2aeb2e13042ca00e0c52,0.49,-0.37,0.06
7864751d752e715b4959f9bb41150f51,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb411510b6,1-e794fe299a6c2aeb2e13042ca00e0c52,0.49,-0.37,0.06
7864751d752e715b4959f9bb411514d2,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb4115183e,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb41151f6a,1-01f914352a710f7dd3d1fa38745b7ec5,0.49,-0.37,0.12
7864751d752e715b4959f9bb41151f82,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb4115261c,1-e794fe299a6c2aeb2e13042ca00e0c52,0.49,-0.37,0.06
7864751d752e715b4959f9bb411531ea,1-e794fe299a6c2aeb2e13042ca00e0c52,0.49,-0.37,0.06
7864751d752e715b4959f9bb411539e7,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb41153d20,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb41154786,1-e794fe299a6c2aeb2e13042ca00e0c52,0.49,-0.37,0.06
7864751d752e715b4959f9bb4115478f,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb41154a15,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb41154dbc,1-db241dc3dea75280843888dd41281441,0.43,-0.37,0.0
7864751d752e715b4959f9bb41155745,1-e794fe299a6c2aeb2e13042ca00e0c52,0.49,-0.37,0.06
7864751d752e715b4959f9bb411564d2,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb4115747c,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb411578ce,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb41158347,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb4115857c,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb411592eb,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb41159c60,1-e794fe299a6c2aeb2e13042ca00e0c52,0.49,-0.37,0.06
7864751d752e715b4959f9bb4115a66d,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb4115abf9,1-e794fe299a6c2aeb2e13042ca00e0c52,0.49,-0.37,0.06
7864751d752e715b4959f9bb4115b1fb,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb4115bee2,1-e794fe299a6c2aeb2e13042ca00e0c52,0.49,-0.37,0.06
7864751d752e715b4959f9bb4115cdb8,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb4115d7d9,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb4115d8ed,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb4115dd8f,1-e794fe299a6c2aeb2e13042ca00e0c52,0.49,-0.37,0.06
7864751d752e715b4959f9bb4115ebe6,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
